Tiempo de Respuesta
0,3533334
0,3533334
0,1654334
0,1663971
0,1833258
0,1717815
0,2113857
0,1810741
0,1596069
0,1601868
0,1950645
0,1708603
0,1790199
0,1771202
0,1798477
0,1718597
0,1943893
0,1888504
0,2062531
0,2232132
0,1897888
0,2315598
0,2445145
0,2432556
11,37719
6,697296
1,957001
0,4176178
0,2695923
0,2349548
0,2640839
0,2510376
0,2650146
0,2339783
0,3533334
0,3533334
0,4753542
0,4777975
0,4667072
0,4675941
0,4828815
0,3533334
0,6591492
0,7375946
0,7027864
0,6501942
0,7443008
0,6057491
0,7286186
0,7008629
0,7854996
0,7610664
0,6876907
0,7542877
0,7222672
0,7602844
0,6696854
0,7022171
0,7098465
0,7020416
0,745491
0,7287445
0,741806
0,7470474
0,7009048
0,6632919
0,7156219
0,7674255
0,7131653
0,6923065
0,6508179
0,6680145
0,7089691
0,7443542
0,7631531
0,6458435
0,7832336
0,7245026
0,7223969
0,6887207
1,319885
0,6845398
0,7863159
0,6571808
0,7295532
0,7229309
0,6993256
0,6631927
0,7344208
0,779068
0,7352448
0,7681274
0,6215057
0,6702271
0,7229919
0,6942139
0,7332764
0,6927185
0,723999
0,7290955
0,721405
0,757843
0,7099304
0,6824341
0,7221069
0,69104
0,7156982
0,7389526
0,7295532
0,6681519
0,7442932
0,774231
0,7277832
0,7188721
0,6794434
0,7322693
0,6640015
0,7228088
0,7347107
0,7158203
0,6565857
0,6780396
0,7348633
0,7209473
0,7175903
0,7496033
0,6915588
0,6701355
0,7573547
1,343262
0,6950073
1,314911
0,7141113
0,7086792
0,744751
0,6555786
0,5994873
0,7240295
0,6535645
0,6955261
0,6684265
0,6154785
0,5953674
0,7201843
0,6851807
0,6904297
0,758728
0,739624
0,6907349
0,7286987
0,6894531
0,6610718
0,6583252
0,7080688
0,711853
0,6893921
0,6598511
0,6797485
0,677063
0,692627
0,630249
0,6557617
0,7345581
0,7367554
0,6925049
0,6030273
0,7177124
0,6929321
0,7414551
0,6452637
0,7305298
0,7394409
0,6801758
0,6636353
0,6549072
0,6646118
0,6467896
0,7023926
0,6634521
0,7514038
0,7180176
0,7242432
0,682373
0,7006226
0,7019043
0,8061523
0,6624756
1,367981
0,7231445
0,690979
0,7335815
0,718689
0,6956787
0,7113037
0,7094116
0,7194214
0,706665
0,7451782
0,6037598
1,35083
0,7596436
0,6891479
0,729126
0,7206421
0,9389038
0,6653442
0,7243652
0,7167969
0,7053833
0,7473145
0,7759399
0,7037964
0,1489906
0,1585846
0,1833725
0,2008362
0,1658783
0,1826248
0,1616211
0,2012329
0,1631775
0,1908722
0,3533334
0,1525431
0,1410351
0,1727982
0,1901531
0,191761
0,1994038
0,1541357
0,1507149
0,1454315
0,214838
0,1746712
0,1603775
0,1617203
0,1968727
0,1911469
0,1843262
0,2054863
0,1743469
0,2076263
0,1815186
0,1968002
0,2438507
0,2022552
0,1828918
0,1899185
0,1858978
0,1942062
0,2219009
0,3607101
0,2087097
0,2044525
0,2329407
0,2118988
0,2144775
0,2239685
0,2218781
0,2386932
0,2267609
0,2238464
0,2304688
0,2770386
0,2406464
0,2509613
0,2620239
0,2486572
0,256897
0,2593536
0,3105011
0,2873993
0,2788239
0,2778625
0,2789307
0,2932739
1,283585
0,2886505
0,3006897
0,2819214
0,2818909
0,3082886
0,3167419
0,3429871
0,3208923
0,3002319
0,3336182
0,3917847
0,3439026
0,3437195
0,3399353
0,3533334
0,1941514
0,1532364
0,159194
0,2080154
0,163641
0,181345
0,1725349
0,2016792
0,2170792
0,2141266
0,2118721
0,1822319
0,4361725
0,1886902
0,1998978
0,225441
0,2111816
1,217644
0,2024078
0,2167664
0,2139664
0,2190475
0,2182693
0,2455215
0,2409744
0,2485352
0,2306519
0,2465057
0,2314758
0,2427673
0,3533334
0,7298665
0,6747675
0,6694126
0,726326
0,7267437
0,7754803
0,6737709
0,7107391
0,6561584
1,332245
0,770546
0,6895409
0,6672974
0,7278748
0,5722198
0,7406693
0,755249
0,6160202
0,6402435
0,7203293
0,6993256
0,6773758
0,6955032
0,7176666
0,6824112
0,6694946
0,6811981
0,6789856
1,328064
0,7761688
1,373566
0,7506256
0,6800537
0,7514038
0,6641083
5,651459
1,323135
0,6291656
0,711853
0,6655273
0,6805725
0,7612762
0,7469482
1,353012
0,6826935
0,7503967
0,6575775
0,570694
0,680542
0,7494049
0,7218781
0,6793213
0,7073669
0,6774597
0,6591187
0,6578369
0,6125488
0,7293396
0,3533334
1,333229
0,6123953
0,6323462
0,6944275
0,685894
0,3533334
0,6268501
0,6196928
0,6110649
0,6220722
0,5653286
0,550211
0,6299438
0,599041
0,669014
1,322914
0,6089516
0,5585594
0,6705856
0,6845093
0,621315
0,6461945
0,6749573
1,338043
0,6022644
0,6272049
0,7014999
0,608078
0,9093628
0,6697083
0,6334152
0,6389008
0,6384583
0,6895294
0,612793
0,6112366
0,6893311
0,6746063
0,6261444
0,6649628
0,6257782
0,6203613
0,6611938
0,6637726
0,6639404
0,6114807
0,6044617
0,6581726
0,647995
0,6360931
1,423218
0,5980988
0,6673889
0,6180878
0,6200562
0,6457062
0,653595
0,6670837
0,6306152
0,6073608
0,6133118
0,6705933
0,6654358
0,6113892
0,6287842
0,6147766
0,6698303
0,6237793
0,6640015
0,6618652
0,6878052
0,6048889
0,622345
0,6156311
0,6795044
0,6758118
0,6810913
0,6822815
0,6139832
0,6316528
0,6808777
0,6222839
0,6706238
0,6442871
0,6095886
0,4723511
0,6702881
0,612854
0,6413574
0,6832886
0,6990356
0,6534729
0,6747131
0,7361145
0,6080933
0,6669922
0,6075134
0,6607971
0,5490723
0,5565186
0,5325012
0,6867676
0,6174316
0,6121216
0,5933838
0,6675415
0,699646
0,6031494
0,6687012
0,6549072
0,6930542
0,6686401
0,6681519
0,6642456
0,6968384
0,6674805
0,6348267
0,7421265
0,5940552
0,6260986
0,6192017
0,68573
0,6387329
0,6428223
1,013306
0,6790161
0,6021729
0,6102905
0,6431274
0,6419678
0,6738281
0,6305542
0,6399536
0,6420898
0,6503906
0,6262817
0,5992432
0,6082153
0,6625366
0,6693726
0,6674194
0,6070557
0,6402588
0,6797485
0,6677856
0,6156006
0,6237183
0,7562256
0,6264038
0,6707153
0,6159058
0,6899414
0,6184692
0,6101074
1,35675
0,6635742
0,6339111
0,5275879
1,37146
0,6677856
0,6444702
0,7817993
0,6376953
1,020935
0,6714478
0,6616821
0,6630859
0,6057129
0,6160889
0,668335
0,6358032
0,6422729
0,7023315
0,6737061
0,6646729
0,6324463
0,6422729
0,6834717
0,6057739
0,7008057
0,6755371
0,6613159
0,6564941
0,6247559
0,6276855
0,579834
0,6244507
0,6627808
0,3533334
0,6711783
0,6674528
0,6074038
0,5965176
0,3533334
0,6690483
0,6519728
0,616745
0,6374912
0,6583996
0,910223
0,6086578
0,6360283
0,6704521
0,6359634
0,6110916
0,6031723
0,673378
0,6745605
0,6245575
0,6647415
0,6769943
0,6060867
0,6733856
0,6587067
0,6187897
0,6649551
0,6481247
0,6612167
0,6758194
0,6074982
0,7114716
0,6252747
0,6178894
0,6143036
0,6584625
0,6538239
0,6689453
0,5648193
0,3533334
0,6183205
0,6646252
0,5970249
0,6675396
0,66535
0,6837788
0,6774254
0,3533334
0,6507425
0,6183395
0,5937185
0,6816959
0,658577
0,6676922
0,6826286
0,6259995
0,6052513
0,6554756
0,6030388
0,6471252
0,6150742
0,6123276
0,6772232
0,5488434
0,5943146
0,6607666
0,6179428
0,6146927
0,6657944
0,6110992
0,5599289
0,6083374
0,5776672
0,7089386
0,6591949
0,7026978
0,6242371
0,6693268
0,3533334
0,670476
0,6215601
0,619297
0,6419659
0,6157169
0,6638718
0,608757
0,6565819
0,621376
0,6174965
0,712822
0,9050674
0,6727676
0,6560898
0,6487198
0,3533334
0,6767154
0,6076803
0,6859179
0,6216755
0,5550499
0,6266193
0,5605392
0,6055832
0,643074
0,6002388
0,6952362
0,6805382
0,6555557
0,6168137
0,6570663
0,6165771
0,6670227
0,6566772
0,6084366
0,6123505
0,6647415
0,6290131
0,6217728
0,6248703
0,6589203
0,6417389
0,7428131
0,6775208
0,6421051
0,574585
0,5684052
0,6993408
0,6401062
0,4831085
0,6516724
0,6719208
0,6674957
0,6382446
0,668869
0,7471008
0,5652008
0,7150879
0,5627441
0,7114105
0,693573
0,6459351
0,6341705
0,5742493
0,6865234
0,6548767
0,6007996
0,5994873
0,6328735
0,7062683
0,6679688
0,6515808
0,6588135
0,6419983
0,6311951
0,6843262
0,6466675
0,6566772
0,3533334
0,6572433
0,5915146
0,6532021
0,3533334
0,6283002
0,6785088
0,6132555
0,5820847
0,5710831
0,5962486
0,672699
0,7195587
0,6559029
0,6549568
0,6096497
0,6677475
0,6210785
0,6189117
0,6954498
0,6554184
0,6282578
0,5768509
0,6608429
0,6509857
0,6422424
0,6278305
0,644043
0,5445023
0,5716324
0,6227417
0,672287
0,6136932
0,6298828
0,3533334
0,3533334
0,6233993
0,5993752
0,5513773
0,6271248
0,6454382
0,6707487
0,5895443
0,6741924
0,6369724
0,650053
0,6230545
0,6682796
0,7022324
0,6058197
0,6349545
0,5916481
0,6537056
0,6052246
0,6221657
0,6710815
0,6520042
0,6351318
0,5723419
0,6231728
0,6612892
0,6894875
0,6401253
0,7318382
0,6320839
0,7928314
0,6854515
0,7289886
0,6883774
0,6149139
0,6647949
0,614212
0,6890717
0,6011734
0,5462723
0,61026
0,6750336
0,6440582
0,5916367
0,6737747
0,6606445
0,5883789
0,6420822
0,6185379
0,5475769
0,6829071
0,6419373
0,6657715
0,6125259
0,644455
0,6088104
0,6037979
0,6486664
0,6720657
0,6502304
0,6673203
0,7321396
0,6609344
0,6595001
0,6511383
0,6060791
0,5494843
0,6362915
0,681076
0,6351013
0,6640778
0,6072998
0,6259308
0,6201324
0,616394
0,6477356
0,6027222
0,5844879
0,6530304
0,6309052
0,599762
0,6133423
0,5648499
0,8851624
0,3533334
0,6786973
0,7247977
0,8799567
0,5996637
0,6997528
0,7107277
0,721509
0,6683178
0,7244377
0,6132355
0,7080574
0,6707458
1,331987
0,6640015
0,7046356
0,6302567
0,6519432
0,7172813
0,715683
0,7314148
0,3533334
0,640316
0,6331377
0,7213731
0,7452335
0,6630869
